issuingCompany,tradingName,cnpj,api_prefix
EDFT,EDF OITI,49008174000190,EDFT
EDGC,EDGE COMER,19046324000199,EDGC
EDGY,EDGE EMP,57783709000128,EDGY
EDFY,EDIFY,51571437000116,EDFY
EDAT,ATICA,61259958000196,EDAT
EDED,EDUCACIONAL,38733648000140,EDED
ESAN,ED.SANARS.A.,18990682000192,ESAN
EDSC,SCIPIONE,44127355000111,EDSC
ESCE,ESCELSA,28152650000171,ESCE
EDQP,EDPCENTRAIS,21813271000136,EDQP
EDPR,EDPRENOVAVEI,9334083000120,EDPR
EBEN,EBE,2302100000106,EBEN
EDPC,EDP TRADING,4149295000113,EDPC
EDPA,EDPALIANCASC,27831352000145,EDPA
HTTP,EDP GOIAS,7779299000173,HTTP
EDPS,EDP T NORDES,46989951000136,EDPS
EDST,EDP TRANSM,55078938000116,EDST
EDPT,EDPTRANSMISS,4705039000165,EDPT
MGSP,EDPMG,27821748000101,MGSP
EDTE,DIAMANTINA,24870962000160,EDTE
EDCM,EDUCAMAIS,26846421000121,EDCM
EIIO,EINDOM,36093356000164,EIIO
CONR,RODPIRA-PANO,36146575000164,CONR
EKTT,EKTT9,28438777000151,EKTT
EBCL,ELDORADO,7401436000131,EBCL
DMRJ,ELEA DIGITAL,35980592000130,DMRJ
ELCY,ELECTRA HYDR,55629962000104,ELCY
ELPW,ELECTRA,7356196000109,ELPW
EALT,ACO ALTONA,82643537000134,EALT
ELJO,ELEJOR,4557307000149,ELJO
CQUE,ELEKEIR-CQUE,13788120000147,CQUE
EKTR,ELEKTRO,2328280000197,EKTR
ECSM,ELEMIDIA,5881258000168,ECSM
ELPR,ELEPAR,32171246000112,ELPR
EBRA,EBRASIL,10538273000148,EBRA
ELEY,ELETRONET,3052673000183,ELEY
ELPL,ELETROPAULO,61695227000193,ELPL
ELRV,ELETRORIVERS,1968293000168,ELRV
ELZM,ELETROZEMA,26404731000196,ELZM
TVXV,TRAVESSIASEC,38419803000158,TVXV
ELFA,ELFAMED,9053134000145,ELFA
EMAE,EMAE,2302101000142,EMAE
EMMP,EMAM,36475062000105,EMMP
BAUI,EMBAUBA EMPR,40506886000164,BAUI
EPAR,EMBPAR S/A,42331462000131,EPAR
EMBJ,EMBRAER,7689002000189,EMBJ
EEBT,EMBRAPORT,2805610000198,EEBT
EMBR,EMBRAST,4310364000129,EMBR
EMGP,EMERGENCIA P,10645019000149,EMGP
EMIV,EMIVE S.A,9309318000123,EMIV
PGMN,PAGUE MENOS,6626253000151,PGMN
EATE,EATE,4416935000104,EATE
EBAS,EMBASA,13504675000110,EBAS
EBAG,EBAM,10476221000194,EBAG
ECOS,ECOSUL,2511048000190,ECOS
CADR,CALDEIRAO,17200920000156,CADR
ESAM,SAOMANUEL,18494537000110,ESAM
EMPM,MECA RURAL,17360322000144,EMPM
EMES,EMP MINESP,33300971000106,EMES
EOPM,PASSARO MARR,61563557000125,EOPM
ETEM,ENERGIA MATO,11589522000197,ETEM
ETVG,VARZEAGRANDE,12385102000151,ETVG
ETAU,ALTOURUGUAI,5063249000160,ETAU
ETES,ETES,8600252000163,ETES
ETAL,APOTEOSE,66455536000100,ETAL
ELTE,LITORANEA,20626892000148,ELTE
ENTE,EMPRESANORTE,5321987000160,ENTE
ETEP,EMPRPARAENSE,4416923000180,ETEP
EPSD,SUDESTETRANS,26643937000179,EPSD
EMSA,EMS,57507378000365,EMSA
EMTL,EMTEL,12279184000150,EMTL
ENAT,ENAUTA PART,11253257000171,ENAT
ENBP,ENC ENERGY B,29423638000117,ENBP
ENLS,ENELSUDESTE,29276612000193,ENLS
ENEL,ENELBRASIL,7523555000167,ENEL
EGBJ,ENELLAPA,23266854000110,EGBJ
EGCL,ENELCRISTEOL,22499471000129,EGCL
EGII,ENELCRISTII,23049225000138,EGII
ENDE,ENELGREEN,19046080000144,ENDE
EGME,ENELEOLICA,19011479000190,EGME
EGNL,ENELNOVALAPA,23509564000150,EGNL
EGPN,ENELNOVAOLIN,23416727000150,EGPN
EGCS,ENELCSOLAR,23414549000128,EGCS
EGNS,ENELOLINORTE,23566105000108,EGNS
EGNO,ENELSULSOLAR,23399563000108,EGNO
EGVG,ENELVOLTA,25176391000120,EGVG
ENGT,ENERGEST,4029601000188,ENGT
EGSP,SAOPATRICIO,33600123000112,EGSP
ENVE,VENTOSI,15321064000161,ENVE
ENTS,VENTOSII,15319876000172,ENTS
ERVT,VENTOSIII,15321146000106,ERVT
EGVE,ENERGIAVENTO,15320903000127,EGVE
ERVE,VENTOSX,15253350000137,ERVE
CEAC,ENERGISAACRE,4065033000170,CEAC
EAZT,ENERGISA AM,34025997000156,EAZT
ENER,ENERSUL,15413826000150,ENER
ENMT,ENERGISA MT,3467321000199,ENMT
FLCL,ENERGISAMRIO,19527639000158,FLCL
CENF,ENERGISA NF,33249046000106,CENF
SAEL,ENERGISA PB,9095183000140,SAEL
ENES,ENERGISA PM,21655649000110,ENES
CERO,ELE RONDONIA,5914650000166,CERO
ENGI,ENERGISA,864214000106,ENGI
ENSE,ENERGIPE,13017462000163,ENSE
ESSD,ENERG SUL SU,7282377000120,ESSD
CTNS,ENERTOCANTIN,25086034000171,CTNS
ETEN,ENERGISATRAN,28201130000101,ETEN
ENPX,ENERPEIXE,4426411000102,ENPX
ENEV,ENEVA,4423567000121,ENEV
ENPL,ENGEFORM,28897407000182,ENPL
EMGT,ENGEMON,72745979000138,EMGT
ENPK,ENGEPACK,59791962000159,ENPK
EGIE,ENGIE BRASIL,2474103000119,EGIE
EUBE,ENGIEUBERLAN,36030967000163,EUBE
EGIT,ENGIE TRANSM,30715875000130,EGIT
ENJU,ENJOEI,16922038000151,ENJU
ENOP,ENOPSENGENHA,69183143000182,ENOP
CSDC,ENOVA,46948287000187,CSDC
ENDS,ENSEADA DO S,38044741000147,ENDS
EERE,ENSEADA ENER,47239859000111,EERE
ENTV,ENTREVIAS,26664057000189,ENTV
EESG,ENVIRONMENT,9527023000123,EESG
EOLB,EOLBRISA,14095035000166,EOLB
EOMI,EOL MARAL I,33486289000150,EOMI
EOII,EOL MARAL II,33486296000151,EOII
EOLV,EOLVENTO,14095008000193,EOLV
EOLW,EOLWIND,14094988000100,EOLW
VMII,EOLICAVERMEL,20024516000183,VMII
ELVM,EOLICAVERMEL,20024563000127,ELVM
EOAP,EÓLICA AG I,33268331000166,EOAP
EOAT,EÓLICA AG II,33268312000130,EOAT
LANO,EOLICALAGOA,12851098000170,LANO
LCNH,EOLICALAN,14603978000152,LCNH
PASO,EOLICAPARAIS,14604100000131,PASO
PJII,PEDRARAJADAI,21909399000106,PJII
ECRJ,PEDRARAJADA,21909246000150,ECRJ
EOVC,EOLICAVACAS,23441056000187,EOVC
ESVH,SERRADASVACA,24011952000179,ESVH
ELVC,SERRADASVACA,18127269000107,ELVC
ELVA,VACASII,19224741000184,ELVA
ELVS,EOLICAVACASI,19694110000129,ELVS
ELVV,SERRADASVACA,19694146000102,ELVV
ESVP,EOLICA SV,28012007000142,ESVP
ESVV,VACASV,22357375000146,ESVV
EVII,EOLICAVACAVI,22193319000113,EVII
SSTN,EOLICASERRAS,12848401000185,SSTN
EPOE,EPR 5,60978495000150,EPOE
EPRW,EPRIGUACU,58056046000102,EPRW
ERPN,EPR INFRA L4,60978519000170,ERPN
EIPL,EPRLOTE,58056076000119,EIPL
EPRI,EPR INFRA,51136974000138,EPRI
EPRL,EPRLIPIOSA,51137031000120,EPRL
RDSM,CR SUL MINAS,48127008000140,RDSM
ERPM,EPRVIAMIN,55231969000165,ERPM
EQSE,EQS ENGENHAR,80464753000197,EQSE
CEAL,CEAL,12272084000100,CEAL
EQED,EQUAT DISTRI,32695147000130,EQED
CGOS,EQTL GOIAS,1543032000104,CGOS
EQMA,EQTLMARANHAO,6272793000184,EQMA
EQPA,EQTL PARA,4895728000180,EQPA
EQTI,EQUAT,44292862000100,EQTI
CPIS,CEPISA,6840748000189,CPIS
EQTL,EQUATORIAL,3220438000173,EQTL
EQUA,EQUATORIALTR,23520790000131,EQUA
EQTS,EQUATORIAL 1,26845650000121,EQTS
EQTN,EQUATORIAL 2,26845497000132,EQTN
EQSP,EQUATORIAL 3,26845460000104,EQSP
EQTC,EQUATORIAL5,26845283000166,EQTC
EFXB,EQUIFAXBRL,47321544000119,EFXB
AEGE,EQUIPAV,15385166000140,AEGE
BISA,ERBE,7700557000184,BISA
EREN,EREN DRACENA,30017051000197,EREN
ERV0,ERVA-MATE,7609453000169,ERV0
ESOL,ESOL LOC,57126426000103,ESOL
9ESP,ESP9613,18247215000177,9ESP
MGES,ESSENCIS MG,7004980000140,MGES
CGBP,CONTOUR,7802794000156,CGBP
ESTG,EST ENERGIA,31254315000199,ESTG
EATL,ESTALEIROSUL,7699082000153,EATL
STOK,TOK STOK,49732175000182,STOK
ETRE,ESTREAMBIENT,3147393000159,ETRE
ENGE,ESTRELADON,41738810000127,ENGE
MCFI,ESTRELACFI,5351887000186,MCFI
EPEH,ETA PRIVATE,56950951000186,EPEH
ETAP,ETAPPOTIGUAR,25224629000146,ETAP
ETBA,ETB - TRANSM,24870961000115,ETBA
CPXB,ETCCAPIXABA,25224658000108,CPXB
ETCP,ETC,8474754000195,ETCP
ETER,ETERNIT,61092037000181,ETER
EUCA,EUCATEX,56643018000166,EUCA
EUFA,EUROFARMA SA,61190096000192,EUFA
EVEB,EVE BRASIL,0,EVEB
EVEN,EVEN,43470988000165,EVEN
EYEW,EVEO,7358108000108,EYEW
EVTC,EVERTEC INC,51682068000139,EVTC
VINH,EVINO SA,17392519000165,VINH
EVOL,EVOLTZ IV,7114999000149,EVOL
EVLZ,EVOLTZ PART,28037759000168,EVLZ
PTPA,EVORA SA,91820068000172,PTPA
EXAS,EXA SERVICOS,46270650000158,EXAS
EXAT,EXATA PART,47815662000183,EXAT
BAUH,EXCELSIOR,95426862000197,BAUH
EXSE,EXES SECU,55085811000124,EXSE
EXOO,EXODOSEC,22854370000129,EXOO
EXTE,EXPANSION,4100850000112,EXTE
EXPB,EXPERIAN PLC,57967696000147,EXPB
NEPO,EXPRESSO,19368927000107,NEPO
EXEI,EXTOINCORPOR,3142682000165,EXEI
EXTZ,EXTREMOZ,14029911000156,EXTZ
EZTC,EZTEC,8312229000173,EZTC
FABZ,FABZOSA,14863079000199,FABZ
FAMR,FABRIMARS.A.,33064262000179,FAMR
FCTA,FACTACFI,15581638000130,FCTA
FMUE,FMU,63063689000113,FMUE
FCMN,FAGUNDES CON,90272337000140,FCMN
FRMB,FARMABASE,73174377000130,FRMB
NISS,NISSEI FARMA,79430682000122,NISS
FXDR,FARMAX SA,47291565000139,FXDR
FARX,FARMAX,21759758000188,FARX
FACL,FARO ENERGY,31191534000176,FACL
FEPS,FARO IV,48904104000157,FEPS
FRTR,FARTURA AGRO,5427471000102,FRTR
FASP,FAS PARTICIP,15345352000156,FASP
FSHO,FASTSHOP S,43708379000100,FSHO
FATE,FATPART,28798862000120,FATE
FAZE,FAZENDINHA,46623499000194,FAZE
FCGH,FC GROUP,43167621000177,FCGH
FEEN,FEENIX,26210970000105,FEEN
FRAG,FERRARI AGRO,54846951000105,FRAG
FCCL,FERREIRA CIA,10230480000130,FCCL
FGEN,FGENERGIA,12489315000123,FGEN
VSPT,FER C ATLANT,924429000175,VSPT
FENS,FERROVNS,9257877000137,FENS
FHER,FER HERINGER,22266175000188,FHER
FRMI,FERTIMAR,7066019000180,FRMI
FFLV,FF LOCADORA,16959293000179,FFLV
FGRU,FGRURBANISMO,9046621000180,FGRU
FIOS,FIASUL IND,80782000116,FIOS
FBRX,FIBERX,10463951000150,FBRX
FBRI,FIBRASIL SA,36619747000170,FBRI
FIEI,FICA,7820907000146,FIEI
FICT,FICTORALIMEN,359742000108,FICT
FIDN,FIDENS,6880609000189,FIDN
BFTS,FT CAPSTRENG,0,BFTS
BKYY,FT CLOUD CPT,0,BKYY
BFDN,FT DJ INTERN,0,BFDN
BFEM,FT EMERMARKT,0,BFEM
BFTG,FT GROW STRE,0,BFTG
BFXH,FT HCAREALPH,0,BFXH
BFPI,FT INTL EQOP,0,BFPI
BFTC,FT LCAPGROW,0,BFTC
BFDL,FTMOR DV LEA,0,BFDL
BROB,FT NSDQ ROBT,0,BROB
BQCL,FT NSQ GREEN,0,BQCL
BGRI,FT NSDQ GRID,0,BGRI
BCIR,FT NASDCYBER,0,BCIR
BQQW,FT NASD100EQ,0,BQQW
BQTC,FT NASD100TC,0,BQTC
BFCG,FT NAT GAS,0,BFCG
BFBI,FT NYSE BIOT,0,BFBI
BAIR,FT RBA AIRR,0,BAIR
BFDA,FT RISIDIVID,0,BFDA
BSDY,FT SMID CAP,0,BSDY
BFTA,FT TECH ALPH,0,BFTA
BFPX,FT EQ OPPORT,0,BFPX
BFVD,FT VLINE DIV,0,BFVD
BFIW,FT WATER,0,BFIW
FISI,FISIA,59546515000134,FISI
FITN,FITESA S/A,93211084000193,FITN
FITE,FITESASA,92197250000181,FITE
FFLU,FLAFLU,20719524000144,FFLU
FLVY,FLAVOR,56943240000184,FLVY
FLRY,FLEURY,60840055000131,FLRY
FLEX,FLEX S/A,10851805000100,FLEX
FLLH,FLORA PROD,8505736000123,FLLH
FLOL,FLORESTAL VA,4788536000174,FLOL
FMRP,FMRP,60022822000103,FMRP
FCA0,FOCO ALUGUEL,7730797000121,FCA0
FLHA,FOLHALARGA I,31785816000100,FLHA
FNTE,FONTENOVA,8906994000111,FNTE
FELC,FORCAEOLICA,12227426000161,FELC
ENLG,ENGELOG LOCA,39711575000158,ENLG
FOMS,FORNODEMINAS,3870455000580,FOMS
FOAU,FORTBRAS AUT,22761584000150,FOAU
FRTB,FORTBRASIL,2732968000138,FRTB
FORB,FORTBRASILA,49571208000150,FORB
FOBR,FORTBRASIL S,41890246000163,FOBR
FTPR,FORTEPAR,46737411000165,FTPR
TFCM,FORTUNA,7117240000543,TFCM
FSPR,FOSPAR,76204130000108,FSPR
FOZC,FOZ,14311324000155,FOZC
FZCH,FOZDOCHAPECO,4591168000170,FZCH
FZRC,FOZDORIOCLAR,7823262000103,FZRC
FPCO,FP LTDA,49440625000163,FPCO
FRCS,FRANCISCO SA,29970323000190,FRCS
FRPR,FRAPORTBR,27059460000141,FRPR
FRAS,FRAS-LE,88610126000129,FRAS
FRNQ,FRESNOMAQ,6337280000104,FRNQ
FRIL,FRIGOL S.A.,68067446001220,FRIL
FRCX,FRIOVIX,9316105000129,FRCX
FRTY,FROOTY,68093095000179,FRTY
FSAI,FSAGRO,20003699000150,FSAI
FSGR,FS GRAOS,33401651000142,FSGR
FSII,FS I INDÚSTR,46710597000169,FSII
FSIR,FS,47435681000184,FSIR
TRFS,FS TRANSMISS,31318293000183,TRFS
FSFT,FSF TECNOLOG,5680391000156,FSFT
FULW,FULWOOD S/A,17943792000130,FULW
FURN,FURNAS,23274194000119,FURN
FUTT,FUTURA 31,43068748000139,FUTT
FUTG,FUTG,22904380000121,FUTG
FVOB,FVO BRASILIA,8471163000164,FVOB
FW15,FW15 EMP,44528771000121,FW15
FYPE,FYP,12980585000132,FYPE
GTRS,G10 TRANSP,7569161000140,GTRS
G2DI,G2D INVEST,38307135000177,G2DI
G5HO,G5 HOLDING S,8720705000195,G5HO
GFSA,GAFISA,1545826000107,GFSA
GCII,GAIACREDIISE,25116715000135,GCII
GCRD,GAIACREDIIIS,26433778000188,GCRD
GCIV,GAIACREDIVSE,28757881000109,GCIV
GIVS,GAIAIMPACTOV,43530613000143,GIVS
GALE,GALILEOSA,12997234000134,GALE
GLVP,GALVAOPART,11284210000175,GLVP
OPGM,GAMA PART,2796775000140,OPGM
GMLR,GAMELEIRA GE,38013764000194,GMLR
GARG,GARANHUNS,47983266000165,GARG
GARN,GAREN,13246724000161,GARN
GASV,GASVERDE,11131464000153,GASV
GSTE,GASTERPART,10512581000102,GSTE
2GAV,GAV2 EMP,32562935000158,2GAV
GAVC,GAVEA CONSTR,32830703000133,GAVC
GZHD,GAZINHOLDING,4382592000104,GZHD
GAZN,GAZIN INDCOM,77941490000155,GAZN
GBIE,GBIO ENERGIA,50955674000118,GBIE
GBSP,GBS PARTICIP,41774224000138,GBSP
GBTS,GBT S.A CIEP,11738966000147,GBTS
GBXT,GBXTIETE,14184423000113,GBXT
GCBF,GCB FINANCE,49090873000121,GCBF
GCBS,GCB,48141505000100,GCBS
GDPS,GD PART,34656852000153,GDPS
GDMG,GDM GENETICA,7007165000134,GDMG
GDSN,GDPAR SN PAR,34366520000134,GDSN
GDSL,GDPARGDSOLAR,34731244000166,GDSL
GDSS,GDS,44601637000109,GDSS
GNEC,GE CAPITALBR,2415937000153,GNEC
GSHP,GENERALSHOPP,8764621000153,GSHP
GTIL,GENTIL,4227467000120,GTIL
GAMZ,GERAAMAZONAS,7469933000171,GAMZ
GCEU,CEUAZUL,9136819000155,GCEU
EBVA,VISTAALEGRE,14180940000114,EBVA
GEBV,BONSVENTOS,19953139000188,GEBV
GLIC,VENTOSDASERR,14080223000110,GLIC
GGBR,GERDAU,33611500000119,GGBR
GRBP,GERIBA PARTI,43513998000130,GRBP
GBAP,GERIBÁ,46442932000195,GBAP
GEAG,AGRESTE,15231615000104,GEAG
GEEA,ALVORADA,15231479000144,GEEA
GEEJ,JARDINS,15231547000175,GEEJ
GEEM,MACAMBIRAI,15231588000161,GEEM
GMCB,MACAMBIRAII,15231448000193,GMCB
SRDO,SERIDO,12848783000147,SRDO
GECR,GESTORA CRED,28042871000197,GECR
GETC,GET,31557781000143,GETC
GFPG,GF PARTICIPA,17985970000196,GFPG
GGSH,GGSH,10808204000107,GGSH
GHE1,GHELERE,75958926000193,GHE1
SUMI,GIGAMAIS,7714104000107,SUMI
GIOS,GIOVANNIENER,26896005000138,GIOS
GIPR,GIPAR,2260956000158,GIPR
GRSS,GIRASSOLAGRI,9409968000140,GRSS
GJAI,GJAINDUSTRIA,24682682000128,GJAI
GITG,GLOBAL INFRA,61974189000108,GITG
TBIL,GX T BILL,0,TBIL
BAIQ,GX AI TECH,0,BAIQ
BDRI,GX AEVEHICLE,0,BDRI
BKCH,GX BLOCKCHAI,0,BKCH
BCTE,GX CLEANCH,0,BCTE
BCLO,GX CLOUD CPT,0,BCLO
BCPX,GX COPPER MN,0,BCPX
BBUG,GX CYBERSECT,0,BBUG
DTCR,GX DATAINFRA,0,DTCR
SHLD,GX DEFENSE,0,SHLD
BFNX,GX FINTECH,0,BFNX
BGNO,GX GENOMBIOT,0,BGNO
GOEX,GX GOLD EXP,0,GOEX
BSNS,GX INTERTHGS,0,BSNS
BLBT,GX LITHIUM B,0,BLBT
BMIL,GX MILLECONM,0,BMIL
BLPX,GX MLP EN IN,0,BLPX
BLPA,GX MLP ETF,0,BLPA
ARGT,GX ARGENTINA,0,ARGT
BCHQ,GX MSCICHINA,0,BCHQ
COLO,GX COLOMBIA,0,COLO
BQYL,GX NASDAQ100,0,BQYL
BOTZ,GX ROBOTC AI,0,BOTZ
RSSL,GX RUSSL2000,0,RSSL
BCAT,GX CATHOLVAL,0,BCAT
BSIL,GX SILVER MN,0,BSIL
BSOC,GX SOCIAL MD,0,BSOC
BSDV,GX SUPERDIVD,0,BSDV
BSRE,GX SUDIVREIT,0,BSRE
BDVD,GX SUPDIV US,0,BDVD
BURA,GX URANIUM,0,BURA
BPVE,GX INFRA DEV,0,BPVE
BPFR,GX USPREFERR,0,BPFR
BPFV,GX VAR RTPRF,0,BPFV
BHER,GX GAMES SPT,0,BHER
GLBO,GLOBOCOMUNIC,27865757000102,GLBO
GLFG,GLP IMIGRANT,8707602000195,GLFG
GLPO,GLP O PARTIC,26166057000159,GLPO
GLPX,GLP X PARTIC,37837627000101,GLPX
GMFS,GMF SERVICOS,3413590000172,GMFS
GMRE,GMRENERGIA,8978651000162,GMRE
GNLB,GNL BRASIL,47548779000148,GNLB
GNDK,GNLINK DIST,34470844000118,GNDK
GNRE,GNR LARA,21544445000102,GNRE
GNRM,GNR LAR MAUA,59938673000130,GNRM
GOED,GOEDERT,79846465000118,GOED
GGEN,GOIAS GERADO,26355027000190,GGEN
GTSA,GOIÁS TRANSM,11708279000189,GTSA
GLRP,GOLARPOWERBR,22980934000170,GLRP
GSBR,GOLDMANSACHS,4332281000130,GSBR
GLFV,GOLFVILLAGE,5730704000133,GLFV
GFCA,GOODFOOD,8186139000183,GFCA
GGPS,GPS,9229201000130,GGPS
GRPS,GRAAL PARTIC,14826903000130,GRPS
GSEA,SERTAO I,53191447000151,GSEA
GSEB,SERTAO II,50232311000154,GSEB
GSEC,SERTAO III,48400777000170,GSEC
GRAQ,GRANEL QUIM,44983435000179,GRAQ
GREI,GRANENERGIA,13877690000103,GREI
GRAI,GRANINV,14191441000122,GRAI
EGGY,GRANJA FARIA,81616807000155,EGGY
GRNS,GRANSOL TERM,27314933000100,GRNS
CGRA,GRAZZIOTIN,92012467000170,CGRA
GREM,GRB GERADOR,47358707000138,GREM
GREL,GREENLUCE,13869907000133,GREL
GRMX,GREENBRIER M,21042930000188,GRMX
GBGI,GREENFIELD,47401414000196,GBGI
GYEH,GREENYELLOW,48194993000106,GYEH
GRPE,GREENYELLOWP,41813235000180,GRPE
GRND,GRENDENE,89850341000160,GRND
GRIF,GRIFFIN,31648478000156,GRIF
GROS,GROWTH SUPPL,10832644000108,GROS
BIGG,GRUPO BIG BR,30621687000143,BIGG
BHIA,CASAS BAHIA,33041260065290,BHIA
OBAH,OBAHORTIFRUT,4972092000122,OBAH
GMAT,GRUPO MATEUS,24990777000109,GMAT
MLAS,MULTILASER,59717553000102,MLAS
GPER,GRUPOPEREIRA,41862720000143,GPER
SALT,GRUPO SALTA,17765891000170,SALT
SBFG,GRUPO SBF,13217485000111,SBFG
TOKY,GRUPO TOKY,31553627000101,TOKY
GSII,GS INIMA IND,31406860000153,GSII
GSHC,GSH CORP PAR,8397078000101,GSHC
GSPP,GSPSPE,20729319000160,GSPP
GSPM,GSPLIFE,13348737000141,GSPM
GNHE,GUANHAES,8157460000130,GNHE
TPSU,GUARACIABA,15286437000100,TPSU
RIAA,RIACHUELO,8402943000152,RIAA
WOOD,GUARARAPES P,8810422000134,WOOD
GLUZ,GUARULHOS,49760943000101,GLUZ
GPPL,GUARUPART,7709106000108,GPPL
GUPT,GUASSUPI,33572572000102,GUPT
GMAI,GUIMARANIA I,24440015000139,GMAI
GMRN,GUIMARANIAII,24440032000176,GMRN
GMIX,GURGELMIX,29302348000115,GMIX
GYEN,GY ENERGY,56986853000107,GYEN
GBRE,GYBR ENERGY,51675652000167,GBRE
HBSC,HABITASEC SE,9304427000158,HBSC
HAGA,HAGA S/A,30540991000166,HAGA
INTL,HAITONGBI,34111187000112,INTL
HAKO,HAKONE,52682136000122,HAKO
HALE,HALEXISTARIN,1571702000198,HALE
HAPV,HAPVIDA,5197443000138,HAPV
HAUS,HAUSCENTER,56444250000175,HAUS
HVAN,HAVAN LOJAS,79379491000183,HVAN
HBRE,HBR REALTY,14785152000151,HBRE
HCMS,HCC PPP MS01,48828154000100,HCMS
HSEI,HCC PPP,48828134000121,HSEI
HEBE,HEBES LIFE,41513576000130,HEBE
HENZ,HEINZBR,50955707000120,HENZ
HBOR,HELBOR,49263189000102,HBOR
HXGE,HELEXIA GERA,43945407000102,HXGE
HEIN,HELEXIA,52584821000116,HEIN
HLXS,HELEXIA SBH3,48400830000132,HLXS
HSBH,HELEXIA SBH4,52609844000138,HSBH
HLXI,HELEXIA TLFN,37680844000130,HLXI
HLIO,HELIOBORENST,52541307000101,HLIO
HVSP,HELIO,32431519000110,HVSP
HECG,HELIUS CAPIT,36556327000191,HECG
HERB,HERBARIUMLAB,78950011000120,HERB
HETA,HERCULES,92749225000163,HETA
HIIN,HI INVEST,49049304000132,HIIN
HFCK,FOCKINK SA,4547015000125,HFCK
HFTE,HIDRO FORTE,4911091000178,HFTE
HBSA,HIDROVIAS,12648327000153,HBSA
HGB9,HIGHLINEBRII,27902165000296,HGB9
HGLB,HIGHLINE BRA,27902165000105,HGLB
HILT,HILTON,42414912000150,HILT
HIAG,HINOVEAGROC,14031191000163,HIAG
UNET,HIPERCARDBM,3012230000169,UNET
HIPO,HIPOLABOR,19570720000110,HIPO
HMEN,HM ENGENHA,47062179000175,HMEN
HMOB,HMOBI S.A,40159947000164,HMOB
HOCO,HOCOHOLDING,45024766000144,HOCO
HARG,ARAGUAIA,18903785000178,HARG
HMPS,HMASTER PET,43855480000185,HMPS
HORS,HOLD VPORTS,61616064000106,HORS
HMRN,HOMERUN INC,0,HMRN
HDLS,HONDAAM,3634239000101,HDLS
HORT,HORTIGIL,31487473000199,HORT
HRTU,HORTUS,9000493000215,HRTU
HSPA,ANCHIETA,2560878000107,HSPA
HBDW,HOSP BDW,37232310000141,HBDW
HCAR,HOSPITALCARE,25249439000183,HCAR
HSGL,HSADALLA,750846000149,HSGL
HSPE,ESPERANCA,2284062000106,HSPE
MATD,MATER DEI,16676520000159,MATD
HOSL,H.S LUCIA,25841000153,HOSL
HVER,VERA CRUZ,46009718000140,HVER
HOOT,HOTEIS OTHON,33200049000147,HOOT
HTMI,HOTEL MARCO,3221095000161,HTMI
NVHZ,HRZ TRANSMI,43167616000164,NVHZ
HSIV,HSINVESTIMEN,4114908000187,HSIV
HTLS,HTLSPPART,14511613000106,HTLS
HGEP,HUMAITA GERA,25319200000132,HGEP
HYPE,HYPERA,2932074000191,HYPE
IBCP,IBCEMPEPARTI,34355513000137,IBCP
IBEM,IBEMA,84962919000156,IBEM
IBIB,IBIBRASIL,20917749000105,IBIB
IBIP,IBIPAR,7729358000107,IBIP
IBIR,IBIRA,59405199000180,IBIR
ICTP,IC TRANSP,49871213000188,ICTP
IATU,ICATU ASSESS,905036000114,IATU
ICCI,ICATUCONSULT,22315180000133,ICCI
ISAP,ICATU ADM,34138610000178,ISAP
IDRA,IDIBRA,6258768000146,IDRA
IFPT,IFIN PARTICI,40593395000106,IFPT
IFLC,IFLC PART,58211543000138,IFLC
IGSS,IGARAPAVA,52805588000154,IGSS
IRJS,IGUARIO,42353180000135,IRJS
IGSN,IGUA SA,8159965000133,IGSN
ISPE,IGUA SERGIPE,58070452000120,ISPE
IGTA,IGUATEMI,51218147000193,IGTA
IGTI,IGUATEMI S.A,60543816000193,IGTI
IGXI,IGXI SPE,61182122000130,IGXI
IHSB,IHS BRASIL,15811119000111,IHSB
ILSP,ILUMINA ITAP,59479704000131,ILSP
ILMN,ILUMINA SUMA,53637892000100,ILMN
IMDM,IMD COMERCIO,3961151000102,IMDM
IMEL,IMEL,3817341000142,IMEL
IMIC,IMPACTA,61194494000187,IMIC
IMPA,IMPAR SERVIC,60884855000154,IMPA
IMP0,IMPERIO MOVE,27936211000197,IMP0
INSL,IN HAUS,5208211000138,INSL
INBD,INBRANDS,9054385000144,INBD
INNC,INC SA,9611768000176,INNC
INEI,INCOPAR EMP,39156438000107,INEI
IGBL,INDUS GRAFI,61418141000113,IGBL
ITIL,ITAIPU,46958948000155,ITIL
PERA,CEPÊRA,62162243000345,PERA
KMLT,KIMBERLIT,61167060000198,KMLT
ICLB,COLOMBO S.A,45127545000100,ICLB
IDNO,IND DUREINO,10981488000139,IDNO
INEE,INEER,62233407000116,INEE
INEP,INEPAR,76627504000106,INEP
FNTY,INFINITY IN,63800186000183,FNTY
INPT,INFRA 6 PART,33314054000180,INPT
INFG,INFRA BR V M,56932671000145,INFG
IFRH,INFRA BRII,52237198000125,IFRH
RHOL,INFRAHOLDIII,51588411000180,RHOL
IFCM,INFRACOMM,38456921000136,IFCM
IFBS,INFRA32,52237029000195,IFBS
IFRB,INFRA HOLDIN,52846229000145,IFRB
INBH,INFRABR HOLD,30621680000121,INBH
IFBH,INFRA BR II,30799177000160,IFBH
IIIA,INFRAEST III,48565149000144,IIIA
